coordenada,calificacion,comentario
"-12.0773039,-77.1696105,11z",5,"Muy buena comida, como siempre pescado fresco y amable atencion"
"-12.0773039,-77.1696105,11z",4,"Buen sabor, buena calidad y buena atención"
"-12.0773039,-77.1696105,11z",4,Excelente comida pero los precios un poco caros.
"-12.0773039,-77.1696105,11z",5,Se extraña a la Sra. Sonia y de siente...pero la comida buena como siempre y hayvque disfrutar del gran Fredy Guardia y sus décimas...
"-12.0773039,-77.1696105,11z",2,"A pesar de la calidad de los productos marinos, el ambiente no es recomendable para comer con tranquilidad, la música es demasiado estridente, la relación beneficio - costo es baja."
"-12.0773039,-77.1696105,11z",4,"Restaurant chorrillano, de fácil acceso donde podrás disfrutar y degustar,  los mejores potajes marinos, buena atención, con melodía de piano que acompaña tu placer de comer."
"-12.0773039,-77.1696105,11z",5,"Siempre con la sazón y tradición que los caracteriza..
Hermoso sitio para regresar."
"-12.0773039,-77.1696105,11z",4,"La comida es muy sabrosa, sin embargo se demoran en servir"
"-12.0773039,-77.1696105,11z",5,"La verdad?, és como un huarique, pequeño, pero, con muchas sorpresas: comidas exquisitas, bebidas de todo tipo, color y precios, y una atención muy personalizada. Visítenla. Se sorprenderán."
"-12.0773039,-77.1696105,11z",5,"Un restaurante genial, la comida es excelente,muy buen ambiente y buena atención."
"-12.0773039,-77.1696105,11z",5,Excelente
"-12.0773039,-77.1696105,11z",5,"Muy bueno, no es barato pero no se puede considerar caro, lo recomiendo. Prueben el arrebozado de camarones"
"-12.0773039,-77.1696105,11z",4,Comida muy rica y buena atención. Los platos están alrededor de los 40 soles x persona.
"-12.0773039,-77.1696105,11z",5,"De primera, siempre es un gusto disfrutar de sus platillos, una delicia."
"-12.0773039,-77.1696105,11z",5,"La comida muy rica, pero lo mejor para mí fue la música en vivo."
"-12.0773039,-77.1696105,11z",5,Buenísima la comida y el ambiente
"-12.0773039,-77.1696105,11z",5,Muyyyyyy Rico Toditito.
"-12.0773039,-77.1696105,11z",4,"Cebiche de lenguado de los dioses, ambiente agradable con música en vivo propia del lugar criolla recomendable estacionamiento limitado pero cuestión de acomodarse."
"-12.0773039,-77.1696105,11z",4,Buena comida. Muy rico todo
"-12.0773039,-77.1696105,11z",5,"Soy mexicana y fui con amigos, la comida rica y abundante, sin duda lo recomendaria."
"-12.0773039,-77.1696105,11z",5,Delicioso y con música de piano en vivo excelente!
"-12.0773039,-77.1696105,11z",2,"No es bueno , servicio mediocre, comida regular y cara ."
"-12.0773039,-77.1696105,11z",4,"Como siempre, muy buena comida. Muy recomendable"
"-12.0773039,-77.1696105,11z",4,"Lugar acogedor,  atención esmerada, platillos bien servidos y super ricos."
"-12.0773039,-77.1696105,11z",5,Muy buena atención y excelente sazón
"-12.0773039,-77.1696105,11z",5,Buena aun que el moso retiraba todo muy rapido y me dejo sin canchinta en la mesa una falta de detalle la comida muy buena
"-12.0773039,-77.1696105,11z",5,Excelente. La comida riquísima.
"-12.0773039,-77.1696105,11z",4,"Buenos platos con la calidad de siempre, los precios han subido bastante comparado a hace varios años atras"
"-12.0773039,-77.1696105,11z",5,Comida marina de primera en un lugar exclusivo que atiende a puerta cerrada
"-12.0773039,-77.1696105,11z",4,"Buena comida y atencion, pero precios altos y solo habia 1 postre."
"-12.0773039,-77.1696105,11z",5,Definitivamente fue todo un placer degustar la gran variedad de platos que ofrecen.
"-12.0773039,-77.1696105,11z",5,"Su deseas disfrutar de un buen cebiche , una uñitas de cangrajo a la parmesana y otros platos deliciosos ven a Sonia que te encantará"
"-12.0773039,-77.1696105,11z",5,"Ambiente acogedor , y platos deliciosos. Una experiencia recomendable."
"-12.0773039,-77.1696105,11z",5,"Excelente! Trabajé ahí durante mistura 2010, buenísimo"
"-12.0773039,-77.1696105,11z",5,"Muy tradicional, excelente preparación de sus platillos, ambiente bohemio peruano"
"-12.0773039,-77.1696105,11z",5,Muy buen point para meter un cevichazo!!! La atención buena y super tradicional!!! Excelente comida!!!!  #Cevichazo #Cortandola
"-12.0773039,-77.1696105,11z",5,"Excelente, servicio 100% bueno, comida 100 / 100 muy buena."
"-12.0773039,-77.1696105,11z",5,"Muy buena comida, excelente"
"-12.0773039,-77.1696105,11z",5,"Muyy ricooo, todo fresco , muy buena atención, buena música, excelente...."
"-12.0773039,-77.1696105,11z",4,Lugar cerrado tienes que tocar la puerta para ser atendido. Muy bueno
"-12.0773039,-77.1696105,11z",5,Un Lugar Muy Acogedor y todo muy Rico.
"-12.0773039,-77.1696105,11z",4,"Me gustó la comida, y el dueño del restaurante muy amable."
"-12.0773039,-77.1696105,11z",4,"Caro, pero rico. La música también alegra la velada. Si lo recomiendo :)"
"-12.0773039,-77.1696105,11z",4,"Comida buena de alta calidad, sin embargo los precios altos. Se justifica el costo-beneficio"
"-12.0773039,-77.1696105,11z",5,Comida rica. Pesca del día. El dueño pesca y lleva sus peces para ser preparados.
"-12.0773039,-77.1696105,11z",4,Excelente comida marina y muy buen ambiente con música en vivo
"-12.0773039,-77.1696105,11z",5,"Para desirle la verdad ,un lugar acogedor parece que estuvieras en un pueblito de pescadores ,la comida riquísima y la atención buenaza"
"-12.0773039,-77.1696105,11z",1,"Caro , mala atencion y mala comida. Te cobran cover por una bulla musical horrible"
"-12.0773039,-77.1696105,11z",5,"Buen lugar para comer mariscos, super 'caleta'
Y la música increíble."
"-12.0773039,-77.1696105,11z",5,amplio lugar y buen sabor
"-12.0773039,-77.1696105,11z",4,"Buena comida, precio promedio por plato US$15.00"
"-12.0773039,-77.1696105,11z",4,Simpático el lugar. Chita frita
"-12.0773039,-77.1696105,11z",5,"Pescados y mariscos muy frescos, atencion de primera !!!!"
"-12.0773039,-77.1696105,11z",5,Excelente ambiente y los mejores platos
"-12.0773039,-77.1696105,11z",5,"Excelente lugar, cerca al malecón de Chorrillos para disfrutar de una buena comida marina."
"-12.0773039,-77.1696105,11z",5,Muy recomendable para  compartir en familia
"-12.0773039,-77.1696105,11z",3,"Típico, rústico, rico, no delicioso pero si rico, algo caro. Diría: turístico :)"
"-12.0773039,-77.1696105,11z",5,Todo muy rico! Solo para el sudado 3 estrellas 🤗…
"-12.0773039,-77.1696105,11z",4,"La comida buenisisima. Buen ambiente, buena atencion, el problema es el parqueo."
"-12.0773039,-77.1696105,11z",5,"Muy buen lugar, increíbles los pescados y muy buena atención"
"-12.0773039,-77.1696105,11z",5,La comida tiene sabor y sazón de casa muy buena
"-12.0773039,-77.1696105,11z",5,Excelente lugar
"-12.0773039,-77.1696105,11z",5,"Exelente lugar, todo muy delicioso."
"-12.0773039,-77.1696105,11z",5,Buen sabor muy caro en precios. Solo para ir una vez
"-12.0773039,-77.1696105,11z",4,Buena comida! El filete de pescado en salsa de champiñones es muy bueno!
"-12.0773039,-77.1696105,11z",5,Delicioso. Buena atención. Grato ambiente
"-12.0773039,-77.1696105,11z",5,Muy Buena la comida y muy Buena atención.   Me encantó los picarones!!!
"-12.0773039,-77.1696105,11z",3,"Buen sabor de sus platos, lamentablemente los mozos piden propina"
"-12.0773039,-77.1696105,11z",5,Buena comida siempre agradable buen ambiente
"-12.0773039,-77.1696105,11z",5,"La atención  pero sobre todo la comida es muy buena, recomendadísimo!!!"
"-12.0773039,-77.1696105,11z",5,"Después de tiempo. Siempre buenísimo, a pesar del tiempo, más de 25 años!!..calidad y acogedor!!😊👍…"
"-12.0773039,-77.1696105,11z",4,"Buenisima la comida, muy buen ambiente!"
"-12.0773039,-77.1696105,11z",3,"La comida deliciosa, a pesar de que pedí sin picante pero decidieron ponerle igual."
"-12.0773039,-77.1696105,11z",5,"Agradable lugar, buena sazón."
"-12.0773039,-77.1696105,11z",4,"Muy bueno!!! Ceviche de conchas negras y la parihuela, son expectaculares."
"-12.0773039,-77.1696105,11z",4,La calidad de su comida es muy buena al igual que la frescura de los alimentos.
"-12.0773039,-77.1696105,11z",5,"Excelente y grato ambiente familiar, amigos de siempre"
"-12.0773039,-77.1696105,11z",5,Lo mejor en pescados y mariscos. Un excelente servicio.
"-12.0773039,-77.1696105,11z",4,Un lugar tranquilo uno de los mejores sudados... excelente atención
"-12.0773039,-77.1696105,11z",4,Buen lugar para un buen ceviche y comida marina.
"-12.0773039,-77.1696105,11z",4,"Buena comida, aunque los precios son caros"
"-12.0773039,-77.1696105,11z",5,Muy buena sazón
"-12.0773039,-77.1696105,11z",5,Excelente opción. Riquísimo y menos caro de lo que la gente imagina.
"-12.0773039,-77.1696105,11z",4,Siempre es un placer. Cerca al malecón un restaurante ubicado en una zona tradicional de Chorrillos.
"-12.0773039,-77.1696105,11z",5,"Excelente lugar, excelente atención, excelente comida. Totalmente recomendado."
"-12.0773039,-77.1696105,11z",5,Excelente comida y atención
"-12.0773039,-77.1696105,11z",5,Vale la pena
"-12.0773039,-77.1696105,11z",5,"Platos deliciosos, ambiente muy acogedor"
"-12.0773039,-77.1696105,11z",1,Te obliga a pagar cover de música y los platos que ofrecen no son generosos
"-12.0773039,-77.1696105,11z",5,Sabores exquisitos a buen precio y en ambiente de casa !
"-12.0773039,-77.1696105,11z",5,"Rica comida, bonita decoración y entretenido, buena música"
"-12.0773039,-77.1696105,11z",2,Caro y no muy bueno
"-12.0773039,-77.1696105,11z",5,Productos frescos y con buen sabor
"-12.0773039,-77.1696105,11z",5,"Bonito, para ir en familia, o con tu pareja, acogedor, limpio, de buen trato"
"-12.0773039,-77.1696105,11z",5,"Buen ambiente, la comida excelente!! Y la atención muy buena!!"
"-12.0773039,-77.1696105,11z",5,Excelente restaurante  ceviche y mariscos
"-12.0773039,-77.1696105,11z",3,"Sirven muy poco...antes no era así...pero eso si,la comida muy buena"
"-12.0773039,-77.1696105,11z",4,Buenas comida
"-12.0773039,-77.1696105,11z",5,Muy bueno todoo!!
"-12.0773039,-77.1696105,11z",5,Es mi lugar favorito de la vida y el amor.
"-12.0773039,-77.1696105,11z",4,"Por la buena comida, buena atención y buen ambiente musical."
"-12.0773039,-77.1696105,11z",4,El costo de los platos esta elevado para la calidad del restaurant
"-12.0773039,-77.1696105,11z",4,Disfruté la buena sazón 😋😋👌…
"-12.0773039,-77.1696105,11z",4,Amplio y agradable. Recomiendo implementar acceso para personas en silla de ruedas.
"-12.0773039,-77.1696105,11z",4,"Muy Acogedor la Atención es de Primera, te sientes como de visita en casa de algún conocido"
"-12.0773039,-77.1696105,11z",5,Delicioso ceviche. El mejor ambiente.
"-12.0773039,-77.1696105,11z",5,Excelente muy rico
"-12.0930607,-77.2370447,11z",5,"Muy bello, es una excelente lugar para recrearse y pasarla en Familia"
"-12.0930607,-77.2370447,11z",4,Buen lugar para tomarse un relajo!
"-12.0930607,-77.2370447,11z",5,"Super tiene la pizza vegetariana q me gusta, aunque tenga mozarella"
"-12.0930607,-77.2370447,11z",5,Tranquilidad y buena vista lo maximo 😊…
"-12.0930607,-77.2370447,11z",4,Me justa.. Lugar agradable
"-12.0930607,-77.2370447,11z",5,Bien
"-12.0930607,-77.2370447,11z",5,Super  tranquilo
"-12.0930607,-77.2370447,11z",5,Zona tranquila
"-12.0930607,-77.2370447,11z",4,Bonito
"-12.0930607,-77.2370447,11z",4,Bonito
"-12.0930607,-77.2370447,11z",5,De lo mejor
"-12.0930607,-77.2370447,11z",3,Ok
"-12.0930607,-77.2370447,11z",5,La Molina Is the cream of Lima
"-11.9750928,-77.1204676,13z",5,rekecheche
"-12.1221333,-77.0321762,17z",3,"Fui con mis papás un lunes para almorzar y si bien la expedición a fue buena hubieron algunos puntos que no nos gustaron en los platos que pedimos. Ordenamos un lomo saltado, ají de gallina, rocoto relleno y unos anticuchos. De todos estos…"
"-12.1221333,-77.0321762,17z",5,"Muy buena comida peruana y el servicio perfecto! Jacker David, el camarero, ha sido muy atento y amigable.…"
"-12.1221333,-77.0321762,17z",2,"Demoran demasiado para servir tanto las bebidas como los platos.
3 minutos para un trago (aunque estuvieron aceptables) y 1 hora y media para una plato... 2 platos del menú del día demoraron casi 2 horas en salir y no los…"
"-12.1221333,-77.0321762,17z",3,"Amaba este restaurante, pero han cambiado sus recetas, y se ha bajado muchísimo la calidad. Han cambiado por ejemplo la lechuga de sus ensaladas, y tiene menos palta. Ahora se usa lechuga americana 😕, ahora no tiene choclo, tiene menos…"
"-12.1221333,-77.0321762,17z",4,"La atención súper buena, los platos bien servidos y el sabor bastante bueno, no espectacular. Fuimos por una oferta con CMR y la verdad el restaurante es bastante bueno. Cuando están full la comida demora mucho en llegar, eso sí. Los fondos…"
"-12.1221333,-77.0321762,17z",5,"Es un lindo lugar para compartir, es acogedor y con buenos platos."
"-12.1221333,-77.0321762,17z",5,"Excelente. El lugar es acogedor. De repente le falta un poquito más de iluminación. La atención es 5/5, aunque fui cuando había poca gente. Pedí lomo saltado y ajo de gallina. Buenísimos. Las limonadas también, buenísimas. El costo es un…"
"-12.1221333,-77.0321762,17z",5,"Fuimos a la hora del almuerzo y quedamos fascinados. Un lugar lindo, con un concepto bien pensando, atendimiento de primera y una comida estupenda. Me he quedado sorprendida del nivel en el servicio que hay en este restaurante que cuida a…"
"-12.1221333,-77.0321762,17z",5,"Seleccioné este lugar para visitarlo con mi jefe. Bonita decoración, buena atención por parte del mozo (quien además lo escuché hablando en inglés con una cliente que entró después). La comida tiene excelente sabor, yo pedí una Truchita que…"
"-12.1221333,-77.0321762,17z",5,"¡Excelente comida!, el ambiente es muy acogedor e impecable. El servicio ni qué decir. La mejor causa de pollo que he comido en mi vida. Totalmente recomendado."
"-12.1221333,-77.0321762,17z",4,"Excelente comida, muy agradable y buen ambiente. El único problema fue que llegaron dos grupos bastante grandes y el lugar se tornó ruidoso."
"-12.1221333,-77.0321762,17z",1,"El ají de gallina más malo que he comido. Carne poco tierna, sobre cocida. Una vergüenza de plato. Pésima opción. La atención amable pero muy, muy lenta."
